"y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","f_x","s_x"
-0.282241503700301,0.0321366493590176,0.0392713348846883,0.491026453208178,0.829869156936184,0.419834628002718,0.674110037973151,0.440613425569609,0.00938279670663178,0.688462630612776,0.246391290798783,0,0.5
0.560156335491632,0.633398831356317,0.713975282153115,0.0746546245645732,0.183240191545337,0.366673885611817,0.195146100129932,0.543941563926637,0.770088015124202,0.815632452024147,0.204938031733036,NA,2
-2.55310551844943,0.699684502789751,0.518513803370297,0.278569060144946,0.518335236469284,0.557218188419938,0.487766429549083,0.912966759642586,0.306013585766777,0.737159843789414,0.415715463226661,NA,2
1.2493544072818,0.376545963343233,0.365289261564612,0.878427121788263,0.236202105879784,0.150846817996353,0.263488188385963,0.295650234911591,0.752220941707492,0.503766167676076,0.0375082376413047,NA,1
-0.350237222512917,0.685897701652721,0.439451805083081,0.346272532362491,0.639235025504604,0.0299059110693634,0.791390363825485,0.818463942268863,0.805753854336217,0.0685151207726449,0.653748897369951,NA,2
0.875396882302278,0.30443329596892,0.593776761321351,0.252662484999746,0.143341688672081,0.202486322494224,0.209879243280739,0.0234908810816705,0.443319902056828,0.865865753497928,0.605711343931034,NA,1
0.486947118214128,0.524243678199127,0.0881543764844537,0.894031626405194,0.117429533274844,0.153696053894237,0.0199424722231925,0.0166082351934165,0.0904451431706548,0.634674217319116,0.25031628459692,NA,2
1.52973577099548,0.478108013281599,0.41259130765684,0.922683839220554,0.537282897857949,0.28786034998484,0.518826235085726,0.768439579289407,0.712297242833301,0.471964940661564,0.0293229683302343,NA,1
0.314146031707177,0.352395879570395,0.994232393568382,0.36731672892347,0.371404710225761,0.226430130191147,0.988522542640567,0.171963014639914,0.590013455832377,0.61276261578314,0.0982697720173746,NA,1
1.43575656817199,0.343638661550358,0.0898715713992715,0.671082190936431,0.0814627697691321,0.115701446775347,0.404091404750943,0.914198226062581,0.77044213260524,0.724840591661632,0.960911155678332,NA,1
0.326893619264727,0.748311516828835,0.972395642194897,0.462105612503365,0.849746079416946,0.525140055455267,0.691481846617535,0.64259241358377,0.383345428388566,0.193897266406566,0.471145344432443,NA,2
5.33184058038735,0.805053810123354,0.694419888081029,0.688123103696853,0.857482564169914,0.412985544884577,0.756523177726194,0.587173974374309,0.698520486243069,0.306543357903138,0.569155315635726,NA,3
-0.080953281849018,0.292309782933444,0.886532769538462,0.590175394201651,0.763742916053161,0.843529825564474,0.444129067705944,0.506667435867712,0.263209822122008,0.25964065361768,0.51411981228739,NA,1
-0.0642885588731738,0.0813713425304741,0.733218841487542,0.645473898854107,0.48057269025594,0.958589600399137,0.70577060454525,0.746377976378426,0.228743602987379,0.102548423456028,0.184051728574559,NA,0.5
-2.52172005222636,0.465416571125388,0.113867231411859,0.423410250106826,0.912441357970238,0.253497969126329,0.957222544355318,0.298387421993539,0.55475458712317,0.320897468365729,0.92878125119023,NA,1
0.26999574319132,0.0482504856772721,0.870362227084115,0.0656226673163474,0.352718068053946,0.950954237952828,0.0427663850132376,0.726099342806265,0.917875221231952,0.958915420575067,0.913584525929764,NA,0.5
-3.83785409353774,0.645924511365592,0.445315549150109,0.396382685052231,0.90340900560841,0.380887056933716,0.26203626464121,0.901702417759225,0.417292382800952,0.660986073780805,0.41848081164062,NA,2
1.07793425501999,0.529066368937492,0.877272051293403,0.683232536539435,0.744753323029727,0.3394386311993,0.526980829657987,0.636599146993831,0.445450452622026,0.164547258988023,0.882723631570116,NA,2
0.62946218194112,0.621317676734179,0.144061228726059,0.754505411023274,0.52779389359057,0.0482079237699509,0.308562529738992,0.983435485279188,0.138843381311744,0.889652899932116,0.731016719480976,NA,2
0.149334178305908,0.687091745669022,0.0368512177374214,0.239253385690972,0.0125792836770415,0.357229135232046,0.194120459957048,0.189207792049274,0.275957886129618,0.757066001417115,0.0808777082711458,NA,2
1.08233265888858,0.377081562764943,0.927687839372084,0.388060942757875,0.262930948287249,0.415721071185544,0.595551578560844,0.889767974615097,0.680972298840061,0.78021034412086,0.810993585269898,NA,1
-3.21122703337705,0.507098242873326,0.364786737831309,0.706525600515306,0.0720878560096025,0.39529197756201,0.0853938185609877,0.25313756079413,0.884323446080089,0.164221335435286,0.151563796214759,NA,2
0.531353908252581,0.237350288545713,0.275147415464744,0.501605095108971,0.0984707665629685,0.615358766168356,0.561869938857853,0.290915884776041,0.80242047063075,0.554143948713318,0.496158995432779,NA,0.5
0.600730293046287,0.157840367639437,0.632627204060555,0.929030198603868,0.630327652674168,0.730401052860543,0.328352578915656,0.717250395333394,0.666188669623807,0.0548528400249779,0.833407171769068,NA,0.5
1.01314701175506,0.898484638426453,0.203661296050996,0.846307630417868,0.219352454645559,0.742492161225528,0.517635546857491,0.0817107316106558,0.968180059455335,0.336696855258197,0.662801184924319,NA,3
